branch,file_path,also_appears_in,spreadsheet_row,column,severity,finding
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,3,J,WARN,"policy_sectors_list (J) entry 'tax administration (SUNAT)' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,3,J,WARN,"policy_sectors_list (J) entry 'MEF' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,3,L,ERROR,"policy_lifecycle_phases_list (L) contains 'consumo', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,3,L,ERROR,"policy_lifecycle_phases_list (L) contains 'producción (bolsas biodegradables certificadas)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,3,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposición / consumption', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,3,L,ERROR,"policy_lifecycle_phases_list (L) contains 'production (certified biodegradable bags)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,3,L,WARN,"policy_lifecycle_phases_list (L) lists 5 phase(s), inconsistent with policy_circularity (K)=0.75 bucket."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,3,O,ERROR,policy_score (O)=0.69 does not equal (G+I+K+M)/4 = (0.75+0.75+0.75+1.0)/4 = 0.812.
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,4,J,WARN,"policy_sectors_list (J) lists 16 sector(s) ('comercio minorista, retail, administración tributaria (SUNAT), MEF, alimentos y bebidas, servicios, comercio electrónico, manufactura de bolsas plásticas, importación de empaques / retail commerce, tax administration (SUNAT), MEF, food & beverage, services, e-commerce, plastic bag manufacturing, packaging imports'), inconsistent with policy_integration (I)=0.75 bucket. Recount sectors or adjust I."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,4,J,WARN,"policy_sectors_list (J) entry 'administración tributaria (SUNAT)' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,4,J,WARN,"policy_sectors_list (J) entry 'MEF' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,4,J,WARN,"policy_sectors_list (J) entry 'tax administration (SUNAT)' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,4,J,WARN,"policy_sectors_list (J) entry 'MEF' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,4,L,ERROR,"policy_lifecycle_phases_list (L) contains 'consumo', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,4,L,ERROR,"policy_lifecycle_phases_list (L) contains 'producción (bolsas biodegradables certificadas)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,4,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposición / consumption', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,4,L,ERROR,"policy_lifecycle_phases_list (L) contains 'production (certified biodegradable bags)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,4,L,WARN,"policy_lifecycle_phases_list (L) lists 5 phase(s), inconsistent with policy_circularity (K)=0.75 bucket."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,4,O,ERROR,policy_score (O)=0.73 does not equal (G+I+K+M)/4 = (0.75+0.75+0.75+1.0)/4 = 0.812.
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,5,J,WARN,"policy_sectors_list (J) lists 16 sector(s) ('comercio minorista, retail, administración tributaria (SUNAT), MEF, alimentos y bebidas, servicios, comercio electrónico, manufactura de bolsas plásticas, importación de empaques / retail commerce, tax administration (SUNAT), MEF, food & beverage, services, e-commerce, plastic bag manufacturing, packaging imports'), inconsistent with policy_integration (I)=0.75 bucket. Recount sectors or adjust I."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,5,J,WARN,"policy_sectors_list (J) entry 'administración tributaria (SUNAT)' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,5,J,WARN,"policy_sectors_list (J) entry 'MEF' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,5,J,WARN,"policy_sectors_list (J) entry 'tax administration (SUNAT)' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,5,J,WARN,"policy_sectors_list (J) entry 'MEF' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,5,L,ERROR,"policy_lifecycle_phases_list (L) contains 'consumo', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,5,L,ERROR,"policy_lifecycle_phases_list (L) contains 'producción (bolsas biodegradables certificadas)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,5,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposición / consumption', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,5,L,ERROR,"policy_lifecycle_phases_list (L) contains 'production (certified biodegradable bags)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,5,L,WARN,"policy_lifecycle_phases_list (L) lists 5 phase(s), inconsistent with policy_circularity (K)=0.75 bucket."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,5,O,ERROR,policy_score (O)=0.85 does not equal (G+I+K+M)/4 = (0.75+0.75+0.75+1.0)/4 = 0.812.
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,6,J,WARN,"policy_sectors_list (J) lists 16 sector(s) ('comercio minorista, retail, administración tributaria (SUNAT), MEF, alimentos y bebidas, servicios, comercio electrónico, manufactura de bolsas plásticas, importación de empaques / retail commerce, tax administration (SUNAT), MEF, food & beverage, services, e-commerce, plastic bag manufacturing, packaging imports'), inconsistent with policy_integration (I)=0.75 bucket. Recount sectors or adjust I."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,6,J,WARN,"policy_sectors_list (J) entry 'administración tributaria (SUNAT)' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,6,J,WARN,"policy_sectors_list (J) entry 'MEF' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,6,J,WARN,"policy_sectors_list (J) entry 'tax administration (SUNAT)' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,6,J,WARN,"policy_sectors_list (J) entry 'MEF' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,6,L,ERROR,"policy_lifecycle_phases_list (L) contains 'consumo', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,6,L,ERROR,"policy_lifecycle_phases_list (L) contains 'producción (bolsas biodegradables certificadas)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,6,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposición / consumption', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,6,L,ERROR,"policy_lifecycle_phases_list (L) contains 'production (certified biodegradable bags)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,6,L,WARN,"policy_lifecycle_phases_list (L) lists 5 phase(s), inconsistent with policy_circularity (K)=0.75 bucket."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,6,O,ERROR,policy_score (O)=0.85 does not equal (G+I+K+M)/4 = (0.75+0.75+0.75+1.0)/4 = 0.812.
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,7,J,WARN,"policy_sectors_list (J) lists 16 sector(s) ('comercio minorista, retail, administración tributaria (SUNAT), MEF, alimentos y bebidas, servicios, comercio electrónico, manufactura de bolsas plásticas, importación de empaques / retail commerce, tax administration (SUNAT), MEF, food & beverage, services, e-commerce, plastic bag manufacturing, packaging imports'), inconsistent with policy_integration (I)=0.75 bucket. Recount sectors or adjust I."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,7,J,WARN,"policy_sectors_list (J) entry 'administración tributaria (SUNAT)' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,7,J,WARN,"policy_sectors_list (J) entry 'MEF' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,7,J,WARN,"policy_sectors_list (J) entry 'tax administration (SUNAT)' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,7,J,WARN,"policy_sectors_list (J) entry 'MEF' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,7,L,ERROR,"policy_lifecycle_phases_list (L) contains 'consumo', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,7,L,ERROR,"policy_lifecycle_phases_list (L) contains 'producción (bolsas biodegradables certificadas)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,7,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposición / consumption', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,7,L,ERROR,"policy_lifecycle_phases_list (L) contains 'production (certified biodegradable bags)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,7,L,WARN,"policy_lifecycle_phases_list (L) lists 5 phase(s), inconsistent with policy_circularity (K)=0.75 bucket."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,7,O,ERROR,policy_score (O)=0.69 does not equal (G+I+K+M)/4 = (0.75+0.75+0.75+1.0)/4 = 0.812.
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,7,V,ERROR,instrument_score (V)=0.225 does not equal S×(P+T)/2 = 0.0×(0.2+0.25)/2 = 0.000.
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,7,P,REVIEW,"instrument_description/comments mention coordination/multi-level governance responsibilities, but instrument_type (P)=0.2 is not 0.40 and Col W does not note the coordination aspect alongside a higher-scoring instrument type. Per Rule 11, verify P should be 0.40, or add a note in W justifying the higher score."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,8,J,WARN,"policy_sectors_list (J) lists 16 sector(s) ('comercio minorista, retail, administración tributaria (SUNAT), MEF, alimentos y bebidas, servicios, comercio electrónico, manufactura de bolsas plásticas, importación de empaques / retail commerce, tax administration (SUNAT), MEF, food & beverage, services, e-commerce, plastic bag manufacturing, packaging imports'), inconsistent with policy_integration (I)=0.75 bucket. Recount sectors or adjust I."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,8,J,WARN,"policy_sectors_list (J) entry 'administración tributaria (SUNAT)' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,8,J,WARN,"policy_sectors_list (J) entry 'MEF' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,8,J,WARN,"policy_sectors_list (J) entry 'tax administration (SUNAT)' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,8,J,WARN,"policy_sectors_list (J) entry 'MEF' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,8,L,ERROR,"policy_lifecycle_phases_list (L) contains 'consumo', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,8,L,ERROR,"policy_lifecycle_phases_list (L) contains 'producción (bolsas biodegradables certificadas)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,8,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposición / consumption', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,8,L,ERROR,"policy_lifecycle_phases_list (L) contains 'production (certified biodegradable bags)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,8,L,WARN,"policy_lifecycle_phases_list (L) lists 5 phase(s), inconsistent with policy_circularity (K)=0.75 bucket."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,8,O,ERROR,policy_score (O)=0.85 does not equal (G+I+K+M)/4 = (0.75+0.75+0.75+1.0)/4 = 0.812.
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,9,J,WARN,"policy_sectors_list (J) lists 16 sector(s) ('comercio minorista, retail, administración tributaria (SUNAT), MEF, alimentos y bebidas, servicios, comercio electrónico, manufactura de bolsas plásticas, importación de empaques / retail commerce, tax administration (SUNAT), MEF, food & beverage, services, e-commerce, plastic bag manufacturing, packaging imports'), inconsistent with policy_integration (I)=0.75 bucket. Recount sectors or adjust I."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,9,J,WARN,"policy_sectors_list (J) entry 'administración tributaria (SUNAT)' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,9,J,WARN,"policy_sectors_list (J) entry 'MEF' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,9,J,WARN,"policy_sectors_list (J) entry 'tax administration (SUNAT)' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,9,J,WARN,"policy_sectors_list (J) entry 'MEF' is not lower case (Coding Rules require lower case, comma-separated)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,9,L,ERROR,"policy_lifecycle_phases_list (L) contains 'consumo', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,9,L,ERROR,"policy_lifecycle_phases_list (L) contains 'producción (bolsas biodegradables certificadas)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,9,L,ERROR,"policy_lifecycle_phases_list (L) contains 'disposición / consumption', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,9,L,ERROR,"policy_lifecycle_phases_list (L) contains 'production (certified biodegradable bags)', not one of the 5 allowed phases (production, consumption, recycling, disposal, environmental leakage)."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,9,L,WARN,"policy_lifecycle_phases_list (L) lists 5 phase(s), inconsistent with policy_circularity (K)=0.75 bucket."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,9,O,ERROR,policy_score (O)=0.85 does not equal (G+I+K+M)/4 = (0.75+0.75+0.75+1.0)/4 = 0.812.
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,10,J,WARN,"policy_sectors_list (J) lists 16 sector(s) ('comercio minorista, retail, administración tributaria (SUNAT), MEF, alimentos y bebidas, servicios, comercio electrónico, manufactura de bolsas plásticas, importación de empaques / retail commerce, tax administration (SUNAT), MEF, food & beverage, services, e-commerce, plastic bag manufacturing, packaging imports'), inconsistent with policy_integration (I)=0.75 bucket. Recount sectors or adjust I."
cursor/peru-ds-244-2019-4p-index-d350,output/peru-ds-244-2019-ef/Peru_DS_244_2019_EF_4P_Index_Coding.xlsx,,10,J,WARN,"policy_sectors_list (J) entry 'administración tributaria (SUNAT)' is not lower case (Coding Rules require lower case, comma-separated)."
